"Search Criteria: "

"Filing Operator:",,,"APACHE CORPORATION (027200)",,,,,,District:,,Statewide
"Prod Month:",,," Feb 2016",,,,,,"Lease Type:",,Both

,,,,,,,,,"Oil/Condensate (Whole Barrels)",,,,,"Gas/Casinghead Gas - MCF",,
,,,,,,,,,,,Disposition,,,,Disposition,
"Multiple Reports","Lease Type",District,"RRC Identifier","Field Name","Lease Name","Gas Well ID","Lease Total","Commingle Permit No.","On Hand Beginning of Month",Production,Volume,Code,"On Hand End of Month","Formation Production",Volume,Code
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
Y,Oil,8A,67508,"FORBES (GLORIETA)","FORBES UNIT",,,3431,301,"6,048","6,038","   00  ",310,"1,045","1,045","   03  "
,,,,,,,,,,,1,"   08  ",,,,
,Oil,8A,67509,"FORBES (SAN ANDRES)","FORBES UNIT",,,3431,89,"1,714","1,715","   00  ",88,336,336,"   03  "
,Oil,8A,16424,"FULLER, EAST (CANYON)","FULLER, P. L. NCT-1",,,1974,231,927,966,"   01  ",192,562,562,"   03  "
,Oil,8A,16134,"FULLER, EAST (FULLER -B-)","FULLER, P. L. NCT-1",,,1974,180,730,759,"   01  ",151,245,245,"   03  "
,Oil,8A,17151,"FULLER, SE. (CANYON REEF)","FULLER, P. L. NCT-1",,,1974,39,159,165,"   01  ",33,98,98,"   03  "
,Oil,8A,14494,"FULLER, SE. (FULLER)","FULLER, P. L. NCT-1",,,1974,42,197,198,"   01  ",41,147,147,"   03  "
,Oil,8A,15933,"FULLER, SE. (FULLER -C-)","FULLER, P. L. NCT-1",,,1974,162,675,698,"   01  ",139,319,319,"   03  "
,Oil,8A,08314,"FULLER, SOUTHEAST (STRAWN -C-)","FULLER, P. L. NCT-1",,,1974,137,516,546,"   01  ",107,225,225,"   03  "
,Oil,8A,60346,"G-M-K (SAN ANDRES)","G-M-K /SAN ANDRES/ UNIT",,,,297,"8,502","8,447","   00  ",352,"3,335","3,052","   03  "
,,,,,,,,,,,,,,,283,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,8A,68366,"G-M-K, WEST (SAN ANDRES)","G-M-K WEST UNIT",,,,216,"5,049","4,812","   00  ",453,"1,333","1,217","   03  "
,,,,,,,,,,,,,,,116,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,8A,67714,"GAIL, NORTH (PENN REEF)","CLAYTON RANCH 13",,,3410,0,0,,,0,0,,
,Oil,8A,02408,GOOD,"GOOD, T. J. ""A""",,,3161,21,151,149,"   00  ",23,131,131,"   03  "
,Oil,8A,63976,HARRIS,"POGUE, M.",,,,236,661,824,"   01  ",73,0,,
,Oil,8A,68913,"HARRIS (SAN ANDRES)",FLANAGAN,,,6588,53,459,471,"   00  ",41,158,147,"   03  "
,,,,,,,,,,,,,,,11,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,8A,61200,"JO-MILL (SPRABERRY)","GOOD, T. J. ""A""",,,3161,617,"3,915","3,926","   00  ",606,"3,007","3,007","   03  "
,Oil,8A,69229,"JO-MILL (SPRABERRY)","GOOD, T. J. A1",,,,247,5,172,"   01  ",80,0,,
,Oil,8A,03139,KELLY-SNYDER,"FULLER, P. L. NCT-1",,,2540,321,750,722,"   01  ",349,0,,
,Oil,8A,03165,"KELLY-SNYDER (CISCO SAND)","FULLER, P. L. NCT-1",,,2540,0,0,,,0,0,,
,Oil,8A,09034,"KELLY-SNYDER (CLEAR FORK, LOWER)","WILLIAMSON, IONA",,,,44,74,72,"   01  ",46,13,13,"   03  "
,Oil,8A,61878,"KINGDOM (ABO REEF)","COONS, W. A.",,,5505,21,"1,308","1,303","   00  ",26,0,,
,Oil,8A,03568,LEVELLAND,"ROBERTS-COBLE ""B""",,,,188,"1,732","1,719","   00  ",201,807,807,"   03  "
,Oil,8A,60190,LEVELLAND,"WEST LEVELLAND UNIT",,,,401,"22,287","22,344","   00  ",344,"5,393","5,393","   03  "
,Oil,8A,60436,LEVELLAND,"XIT UNIT",,,,321,"8,456","8,515","   00  ",262,"4,906","4,906","   03  "
Y,Oil,8A,60557,LEVELLAND,"NORTH CENTRAL LEVELLAND UNIT",,,,"1,458","38,999","38,934","   01  ","1,523","8,381","8,381","   03  "
,Oil,8A,60732,LEVELLAND,"SOUTHWEST LEVELLAND UNIT",,,,337,"1,181","1,208","   00  ",310,741,489,"   03  "
,,,,,,,,,,,,,,,252,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,8A,70119,"NANNIE MAY (WOLFCAMP)","NANNIE MAY",,,5433,428,"2,180","2,300","   01  ",308,"3,328","3,170","   03  "
,,,,,,,,,,,,,,,158,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,8A,70193,"NANNIE MAY (WOLFCAMP)","NANNIE MAY A",,,5433,150,819,853,"   01  ",116,622,592,"   03  "
,,,,,,,,,,,,,,,30,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
Y,Oil,8A,70209,"PEG'S DRAW (MISSISSIPPIAN)","PROMETHEUS 28 UNIT",,,,0,0,,,0,0,,
,Oil,8A,65840,"PLAINS, SOUTHWEST (WOLFCAMP)","WEBB, E. D.",,,,0,0,,,0,0,,
,Oil,8A,70342,"SABLE (SAN ANDRES)","NANNIE MAY",,,5433,0,0,,,0,0,,
Y,Oil,8A,70420,"SABLE (SAN ANDRES)",THUNDERSTRUCK,,,,N/A,"1,145",373,"   01  ",739,0,,
,,,,,,,,,,,33,"   08  ",,,,
,Oil,8A,05622,"SHARON RIDGE (CLEAR FORK)","HENDERSON, JACK",,,,299,331,378,"   01  ",252,0,,
,Oil,8A,05623,"SHARON RIDGE (CLEAR FORK)","DOZIER, MAGGIE",,,,153,210,196,"   01  ",167,94,94,"   03  "
,Oil,8A,05624,"SHARON RIDGE (CLEAR FORK)","HOLCOMB, GRACE",,,,128,230,163,"   01  ",195,63,63,"   03  "
,Oil,8A,05625,"SHARON RIDGE (CLEAR FORK)","STERLING, W. R.",,,1803,619,"2,659","2,689","   01  ",589,585,585,"   03  "
,Oil,8A,05627,"SHARON RIDGE (CLEAR FORK)","VAN NORMAN",,,5073,412,"3,629","3,603","   00  ",438,"1,220","1,220","   03  "
,Oil,8A,05631,"SHARON RIDGE (CLEAR FORK)","DOAK, L. C.",,,,392,334,339,"   01  ",387,0,,
,Oil,8A,05632,"SHARON RIDGE (CLEAR FORK)","THOMAS, C. N.",,,,224,773,577,"   01  ",420,159,159,"   03  "
,Oil,8A,05635,"SHARON RIDGE (CLEAR FORK)","WEST TEXAS NATIONAL BANK",,,,110,640,508,"   01  ",242,119,119,"   03  "
,Oil,8A,08723,"SHARON RIDGE (CLEAR FORK)","MARTIN, T. L.",,,,154,478,366,"   01  ",266,156,156,"   03  "
,Oil,8A,09043,"SHARON RIDGE (CLEAR FORK)",BYRD-FROST,,,2300,165,"1,262","1,295","   00  ",132,393,393,"   03  "
,Oil,8A,09213,"SHARON RIDGE (CLEAR FORK)","MINOR, MATTIE",,,8787,337,"1,689","1,879","   01  ",147,"1,055","1,055","   03  "
,Oil,8A,09349,"SHARON RIDGE (CLEAR FORK)","ROLLINS, J. G. ""A""",,,,107,29,60,"   01  ",76,0,,
,Oil,8A,09458,"SHARON RIDGE (CLEAR FORK)","ROLLINS, J. G  ""B""",,,,156,62,136,"   01  ",82,0,,
,Oil,8A,10007,"SHARON RIDGE (CLEAR FORK)","EUBANK, R. W.",,,3011,76,73,,,149,0,,
,Oil,8A,10556,"SHARON RIDGE (CLEAR FORK)","FALLS, W. T.",,,3097,198,655,687,"   01  ",166,91,91,"   03  "
,Oil,8A,11246,"SHARON RIDGE (CLEAR FORK)","MCCLURE, R. O.",,,2315,351,878,931,"   01  ",298,498,498,"   03  "
,Oil,8A,12589,"SHARON RIDGE (CLEAR FORK)","EUBANK, R. W. ""A""",,,3011,25,25,,,50,0,,
,Oil,8A,13382,"SHARON RIDGE (CLEAR FORK)","STERLING, J. M. ET AL",,,,493,888,696,"   01  ",685,0,,
,Oil,8A,13525,"SHARON RIDGE (CLEAR FORK)","STRATTON, R. B.",,,,126,262,,,388,0,,
,Oil,8A,14414,"SHARON RIDGE (CLEAR FORK)","SIMS ""A""",,,5154,70,169,134,"   01  ",105,16,16,"   03  "
,Oil,8A,14871,"SHARON RIDGE (CLEAR FORK)","STERLING, W. H.",,,5098,170,252,293,"   01  ",129,0,,
,Oil,8A,17292,"SHARON RIDGE (CLEAR FORK)","MCCLURE, R. O. ""B""",,,,355,"1,374","1,245","   01  ",484,503,503,"   03  "
,Oil,8A,17762,"SHARON RIDGE (CLEAR FORK)","WOODWARD, A. C.",,,,485,815,691,"   01  ",609,0,,
,Oil,8A,60149,"SHARON RIDGE (CLEAR FORK)","TREVEY, A.",,,2315,64,163,172,"   01  ",55,0,,
,Oil,8A,60349,"SHARON RIDGE (CLEAR FORK)",STERLING,,,,101,826,549,"   00  ",217,270,270,"   03  "
,,,,,,,,,,,161,"   01  ",,,,
,Oil,8A,61181,"SHARON RIDGE (CLEAR FORK)",MINOR,,,8787,73,334,378,"   01  ",29,0,,
,Oil,8A,62738,"SHARON RIDGE (CLEAR FORK)","BYRD-FROST ""A""",,,2300,164,"1,200","1,238","   00  ",126,543,543,"   03  "
,Oil,8A,65107,"SHARON RIDGE (CLEAR FORK)","MCCLURE, R. O. ""A""",,,,212,337,352,"   01  ",197,125,125,"   03  "
,Oil,8A,65290,"SHARON RIDGE (CLEAR FORK)","MCCLURE, D. O.",,,,116,122,167,"   01  ",71,31,31,"   03  "
,Oil,8A,66670,"SHARON RIDGE (CLEAR FORK)",SIMS,,,5154,74,210,153,"   01  ",131,31,31,"   03  "
,Oil,8A,66770,"SHARON RIDGE (CLEAR FORK)","WADE, I. B.",,,,267,741,813,"   01  ",195,29,29,"   03  "
,Oil,8A,66798,"SHARON RIDGE (CLEAR FORK)","ROBINSON, DOBSON & WETZEL",,,,209,113,180,"   01  ",142,0,,
,Oil,8A,67004,"SHARON RIDGE (CLEAR FORK)","BURNEY, O. L.",,,,270,194,170,"   01  ",294,0,,
,Oil,8A,67005,"SHARON RIDGE (CLEAR FORK)","BURNEY, W. F.",,,,572,459,335,"   01  ",696,0,,
,Oil,8A,67006,"SHARON RIDGE (CLEAR FORK)","MARTIN, A. C.",,,,207,22,,,229,0,,
,Oil,8A,67008,"SHARON RIDGE (CLEAR FORK)","HUDDLESTON ""D""",,,5057,65,56,25,"   01  ",96,0,,
,Oil,8A,67009,"SHARON RIDGE (CLEAR FORK)","BURROWS HEIRS",,,5355,124,24,,,148,0,,
,Oil,8A,67011,"SHARON RIDGE (CLEAR FORK)","BURNEY, C. F.",,,,188,49,191,"   01  ",46,0,,
,Oil,8A,67012,"SHARON RIDGE (CLEAR FORK)",MEADOWS-MARCHBANKS,,,2252,78,37,,,115,0,,
,Oil,8A,67015,"SHARON RIDGE (CLEAR FORK)","MARTIN, O. J.",,,,168,17,,,185,0,,
,Oil,8A,67017,"SHARON RIDGE (CLEAR FORK)",BISHOP,,,,170,113,122,"   01  ",161,0,,
,Oil,8A,67018,"SHARON RIDGE (CLEAR FORK)",HENDERSON-STERLING,,,,121,124,,,245,0,,
,Oil,8A,67019,"SHARON RIDGE (CLEAR FORK)","HUDDLESTON ""B""",,,5057,97,84,38,"   01  ",143,0,,
,Oil,8A,67021,"SHARON RIDGE (CLEAR FORK)","HENDERSON-STERLING ""A""",,,5047,181,144,138,"   01  ",187,0,,
,Oil,8A,67046,"SHARON RIDGE (CLEAR FORK)","STERLING, D.O.",,,,56,16,,,72,0,,
,Oil,8A,67079,"SHARON RIDGE (CLEAR FORK)","FIRST NATIONAL BANK OF SNYDER",,,,324,579,746,"   01  ",157,181,181,"   03  "
,Oil,8A,67080,"SHARON RIDGE (CLEAR FORK)",BYRD,,,2300,69,490,508,"   00  ",51,60,60,"   03  "
,Oil,8A,67762,"SHARON RIDGE (CLEAR FORK)","ALLEN, LOIS",,,,21,0,,,21,0,,
,Oil,8A,67774,"SHARON RIDGE (CLEAR FORK)","STERLING, ET AL",,,5047,66,75,51,"   01  ",90,0,,
,Oil,8A,67854,"SHARON RIDGE (CLEAR FORK)","HUDDLESTON ""DD""",,,5057,0,0,,,0,0,,
,Oil,8A,68138,"SHARON RIDGE (CLEAR FORK)","THREE STATES NATURAL GAS COMPANY",,,1803,174,686,708,"   01  ",152,155,155,"   03  "
,Oil,8A,69119,"SHARON RIDGE (CLEAR FORK)",FALL,,,,189,619,651,"   01  ",157,0,,
,Oil,8A,05768,"SHARON RIDGE (1700)",FALLS,,,3097,0,0,,,0,0,,
,Oil,8A,05769,"SHARON RIDGE (1700)",RASCO,,,,57,36,,,93,0,,
,Oil,8A,08724,"SHARON RIDGE (1700)","MOORE, BETTIE",,,,76,97,,,173,0,,
,Oil,8A,16806,"SHARON RIDGE (1700)","STERLING, W. R.",,,1803,13,48,50,"   01  ",11,29,29,"   03  "
,Oil,8A,61343,"SHARON RIDGE (1700)","EUBANKS, R. W. ""B""",,,,48,12,,,60,0,,
,Oil,8A,67257,"SHARON RIDGE (1700)","MINOR, MATTIE",,,8787,0,0,,,0,0,,
,Oil,8A,67961,"SHARON RIDGE (1700)","NORMAN, VAN",,,5073,18,172,169,"   00  ",21,93,93,"   03  "
,Oil,8A,68141,"SHARON RIDGE (1700)","STERLING, W. H.",,,5098,132,264,261,"   01  ",135,0,,
,Oil,8A,68241,"SHARON RIDGE (1700)",BYRD-FROST,,,2300,4,26,27,"   00  ",3,30,30,"   03  "
,Oil,8A,68498,"SHARON RIDGE (1700)","SIMS ""A""",,,5154,48,121,94,"   01  ",75,16,16,"   03  "
,Oil,8A,05955,SLAUGHTER,"COONS, W. A.",,,5505,255,"13,665","13,652","   00  ",268,"10,469","10,469","   03  "
Y,Oil,8A,05996,SLAUGHTER,"WILSON, MAPLE",,,,436,"4,950","5,023","   00  ",363,"1,834","1,450","   03  "
,,,,,,,,,,,,,,,384,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,8A,05998,SLAUGHTER,"WOODLEY, F. L.",,,,146,"13,469","13,441","   00  ",174,"6,279","6,279","   03  "
Y,Oil,8A,06035,SLAUGHTER,"DEAN, C. S. ""A""",,,,768,"11,855","11,913","   00  ",709,"13,656","13,656","   03  "
,,,,,,,,,,,1,"   08  ",,,,
Y,Oil,8A,15298,SLAUGHTER,"EAST MALLET UNIT",,,,458,"20,104","20,208","   00  ",354,"17,283","17,283","   03  "
,Oil,8A,18149,SLAUGHTER,"MALLET UNIT",,,,557,"51,318","51,258","   00  ",617,"24,347","24,347","   03  "
,Oil,8A,64630,"SLAUGHTER (CLEAR FORK 7190)","COONS, W. A.",,,5505,22,945,948,"   00  ",19,0,,
,Oil,8A,62634,"SMITH (SPRABERRY)",SMITH,,,,63,125,,,188,0,,
,Oil,8A,06169,SMYER,"ELLWOOD ""A""",,,3182,462,"12,781","12,682","   00  ",561,"2,279","2,279","   03  "
,Oil,8A,61375,SMYER,"ELLWOOD ""B""",,,3182,6,174,172,"   00  ",8,23,23,"   03  "
,Oil,8A,61117,"TEX-HAMON (DEAN)","PAINTER, B. F. EST.",,,1917,0,0,,,0,0,,
,Oil,8A,63433,"TEX-HAMON (DEAN)","MCDOUGAL, F. P.",,,,0,0,,,0,0,,
,Oil,8A,67464,"TEX-HAMON (FUSSELMAN)","PAINTER-MCDOUGAL UNIT",,,1917,429,"1,842","1,812","   00  ",459,233,233,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,8A,69124,"VON ROEDER (CLEAR FORK)","DAVIS, J. G.",,,5190,35,111,123,"   00  ",23,30,30,"   03  "
,Oil,8A,19367,"VON ROEDER (WOLFCAMP)","MURPHY, W. ED ""RA""",,,,0,0,,,0,0,,
,Oil,8A,07152,"VON ROEDER, NORTH","VON ROEDER, NORTH UNIT",,,,274,377,350,"   01  ",301,"1,175","1,175","   03  "
,Oil,8A,69186,"VON ROEDER, W. (CLEAR FORK)","VON ROEDER WEST UNIT",,,5190,853,"3,646","3,678","   00  ",821,675,675,"   03  "
,Oil,8A,19212,WASSON,"ROBERTS UNIT",,,,"3,830","69,220","68,760","   00  ","4,290","21,139","15,761","   03  "
,,,,,,,,,,,,,,,"5,378","   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,8A,69501,"WASSON (WOLFCAMP)","THAMES, C. T.",,,,157,"1,116","1,152","   00  ",121,229,179,"   03  "
,,,,,,,,,,,,,,,50,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,8A,69526,"WASSON (WOLFCAMP)","ARMSTRONG, ANNIE ""B""",,,,26,313,305,"   00  ",34,251,196,"   03  "
,,,,,,,,,,,,,,,55,"   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
Y,Oil,8A,60242,YELLOWHOUSE,"YELLOWHOUSE UNIT",,,7110,542,"3,727","3,800","   00  ",466,587,587,"   03  "
,,,,,,,,,,,3,"   08  ",,,,
Y,Oil,8A,61806,YELLOWHOUSE,"COBB, TOM ""B"" R/A ""B""",,,7110,70,598,610,"   00  ",55,56,56,"   03  "
,,,,,,,,,,,3,"   08  ",,,,
Y,Oil,8A,62078,YELLOWHOUSE,"YELLOWHOUSE LAND COMPANY ""A""",,,7110,41,160,163,"   00  ",38,21,21,"   03  "
,Oil,8A,62202,YELLOWHOUSE,"COBB, TOM ""A""",,,7110,20,154,160,"   00  ",14,16,16,"   03  "
,Oil,8A,64143,YELLOWHOUSE,"COBB, TOM ""A""",,,,450,953,679,"   01  ",724,188,188,"   03  "
,Oil,10,09483,WILDCAT,"NIX 83 UNIT",,,,387,698,752,"   01  ",333,"3,196","1,009","   01  "
,,,,,,,,,,,,,,,"2,187","   02  "
,Oil,10,09484,WILDCAT,"NIX 91",,,,448,"3,687","2,965","   01  ","1,170","13,536","11,204","   02  "
,,,,,,,,,,,,,,,"2,332","   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
,Oil,10,09490,WILDCAT,"URSCHEL 71",,,,N/A,133,,,133,0,,
,Oil,10,08804,"ACHILLES (TONKAWA)","GRUHLKEY 100",,,,194,269,185,"   01  ",278,"2,514","1,110","   01  "
,,,,,,,,,,,,,,,"1,404","   02  "
Y,Oil,10,08504,"ALLEN-PARKER (MARMATON)","ELDON GURLEY 85",,,,112,151,173,"   01  ",70,245,245,"   02  "
,,,,,,,,,,,6,"   08  ",,,,
,,,,,,,,,,,14,"   75  ",,,,
,,,,,,,,,"Liq 75 GAIN LOSS- TANK ADJUSTMENT",,,,,,,
Y,Oil,10,08511,"ALLEN-PARKER (MARMATON)","HALEY 96",,,,241,"1,209","1,322","   01  ",99,"1,871","1,871","   02  "
,,,,,,,,,,,29,"   08  ",,,,
,Oil,10,09158,"ALLEN-PARKER (MARMATON)","FLOWERS 68",,,,182,928,951,"   01  ",159,"1,655","1,655","   02  "
Y,Oil,10,09182,"ALLEN-PARKER (MARMATON)","HALEY 97",,,,324,"1,726","1,717","   01  ",282,"2,977","2,977","   02  "
,,,,,,,,,,,51,"   08  ",,,,
,Oil,10,09251,"ALLEN-PARKER (MARMATON)","CUTTER, ETHEL K. -A-",,,,22,0,,,22,30,30,"   03  "
,Oil,10,09449,"ALLEN-PARKER (MARMATON)","O'DELL 60",,,,487,"4,198","4,252","   01  ",433,"3,893","1,375","   01  "
,,,,,,,,,,,,,,,"2,518","   02  "
,Gas,10,129180,"ALLISON-BRITT (12350)",REED,"    3  ",,,0,0,,,0,0,,
,Gas,10,258000,"ALLISON-BRITT (12350)",REED,"  502H ",,,226,167,193,"   01  ",200,"13,422",817,"   01  "
,,,,,,,,,,,,,,,"12,605","   02  "
,Gas,10,262850,"ALLISON-BRITT (12350)",REED,"  602H ",,,225,26,,,251,"3,305",786,"   01  "
,,,,,,,,,,,,,,,"2,519","   02  "
,Gas,10,268652,"ALLISON-BRITT (12350)",REED,"    1A ",,,174,66,188,"   01  ",52,"2,236","2,236","   02  "
,Oil,10,04445,"BARLOW (DES MOINES)","KELLN, C. H.",,,,92,97,156,"   01  ",33,277,277,"   03  "
,Oil,10,08079,"BARLOW (DES MOINES)","BRILLHART ""919""",,,,240,37,117,"   01  ",160,250,250,"   03  "
Y,Oil,10,08181,"BARLOW (DES MOINES)","PETERSON ""930""",,,,81,1,75,"   01  ",7,156,156,"   03  "
Y,Gas,10,021752,"BARLOW (MORROW)","CUTTER, ETHEL K. -A-","    1  ",,,8,0,,,8,0,,
,Oil,10,04766,"BARTON (MORROW, UPPER)","BARTON, JAY D. ET AL ""B""",,,,72,55,,,127,"1,111","1,111","   03  "
,Gas,10,211350,"BARTON CREEK (MORROW LOWER)","KELLN 327","    1  ",,,6,0,,,6,"1,550","1,550","   02  "
,Gas,10,021759,"BECHTHOLD (TONKAWA)","BECHTOLD UNIT","    1  ",,,123,0,,,123,847,847,"   02  "
,Gas,10,264875,"BEGERT (10,200)","WASHITA RIVER 34","    3  ",,,96,38,,,134,"2,014",505,"   01  "
,,,,,,,,,,,,,,,"1,509","   02  "
,Gas,10,266126,"BEGERT (10,200)",STICKLEY," 1242HB",,,42,82,,,124,"3,683",518,"   01  "
,,,,,,,,,,,,,,,"3,165","   02  "
,Gas,10,266856,"BEGERT (10,200)",TEPE,"  138HB",,,127,157,182,"   01  ",102,"6,038","1,550","   01  "
,,,,,,,,,,,,,,,"4,488","   02  "
,Gas,10,267235,"BEGERT (10,200)",BOWERS,"  104HC",,,117,281,191,"   01  ",207,"16,187",833,"   01  "
,,,,,,,,,,,,,,,"15,354","   02  "
Y,Gas,10,221266,"BIG TIMBER CREEK (CHEROKEE)","LOCKHART 36","    6  ",,,122,0,,,122,0,,
,Gas,10,194633,"BIG TIMBER CREEK (DOUGLAS)",CLEVELAND," 2087  ",,,0,0,,,0,"1,654","1,654","   03  "
Y,Oil,10,09310,"BIVINS LIT (CANYON LIME)",BIVINS-LIT,,,5441,N/A,"15,390","15,641","   01  ","3,347","62,065","2,114","   01  "
,,,,,,,,,,,,,,,"59,951","   02  "
Y,Oil,10,09336,"BIVINS LIT (CANYON LIME)","BIVINS EAST",,,5441,N/A,"20,582","20,945","   01  ","2,624","160,606","6,623","   01  "
,,,,,,,,,,,,,,,"153,983","   02  "
,Oil,10,09394,"BIVINS LIT (CANYON LIME)","MASTERSON 87",,,,251,"2,335","2,307","   01  ",279,"3,775","3,775","   04  "
,,,,,,,,,"Gas 04 FLARE/VENT",,,,,,,
Y,Oil,10,09467,"BIVINS LIT (CANYON LIME)",QUANAH,,,5441,N/A,"7,966","7,911","   01  ",603,"67,226","2,772","   01  "
,,,,,,,,,,,,,,,"64,454","   02  "
,Gas,10,145900,"BOWERS (GRANITE WASH-ATOKA)",BOWERS,"  104  ",,,8,0,,,8,804,41,"   01  "
,,,,,,,,,,,,,,,763,"   02  "
,Gas,10,173565,"BRADFORD (TONKAWA)","HAMKER, WALLACE N. ""B"""," 3590  ",,,27,0,,,27,0,,
,Gas,10,172816,"BRILLHART S. (OSWEGO)","ALEXANDER ""A""","    2  ",,,0,0,,,0,49,49,"   03  "
,Gas,10,064582,"BUFFALO WALLOW (GRANITE WASH)","RAMP 26","    1  ",,,169,0,,,169,674,674,"   02  "
,Gas,10,178224,"BUFFALO WALLOW (GRANITE WASH)","SANDERS 43","    1  ",,,23,12,,,35,"1,707","1,707","   02  "
,Gas,10,185049,"BUFFALO WALLOW (GRANITE WASH)",RAMP,"    2  ",,,74,1,,,75,"1,315","1,315","   02  "
,Gas,10,205071,"BUFFALO WALLOW (GRANITE WASH)","RAMP-WALKER 31","    1T ",,,132,7,,,139,479,479,"   02  "
,Gas,10,235938,"BUFFALO WALLOW (GRANITE WASH)","HOOVER 50","    2  ",,,22,0,,,22,0,,
,Gas,10,238999,"BUFFALO WALLOW (GRANITE WASH)","BEGERT 38","    8  ",,,15,2,,,17,888,46,"   01  "
,,,,,,,,,,,,,,,842,"   02  "
,Gas,10,239150,"BUFFALO WALLOW (GRANITE WASH)","ALEXANDER 48","    3  ",,,34,0,,,34,"1,233","1,233","   02  "
,Gas,10,239304,"BUFFALO WALLOW (GRANITE WASH)",HUFF," 7001  ",,,15,0,,,15,"1,347","1,347","   02  "
,Gas,10,239306,"BUFFALO WALLOW (GRANITE WASH)",HEFLEY," 1239  ",,,235,14,,,249,745,745,"   02  "
,Gas,10,239409,"BUFFALO WALLOW (GRANITE WASH)",RAMP," 3027  ",,,37,18,,,55,814,814,"   02  "
,Gas,10,241223,"BUFFALO WALLOW (GRANITE WASH)",PATSY," 2009  ",,,144,1,,,145,"1,112","1,112","   02  "
,Gas,10,243160,"BUFFALO WALLOW (GRANITE WASH)","ELLEN 8"," 7008  ",,,61,3,,,64,"1,263","1,263","   02  "
,Gas,10,244162,"BUFFALO WALLOW (GRANITE WASH)","ALEXANDER 33","    6  ",,,24,0,,,24,"5,567","5,567","   02  "
,Gas,10,244710,"BUFFALO WALLOW (GRANITE WASH)",BEGERT,"    9  ",,,62,25,,,87,"2,109",109,"   01  "
,,,,,,,,,,,,,,,"2,000","   02  "
,Gas,10,245838,"BUFFALO WALLOW (GRANITE WASH)","GW SPORTSMAN"," 2049  ",,,127,10,,,137,"1,452","1,452","   02  "
,Gas,10,247514,"BUFFALO WALLOW (GRANITE WASH)","HOSTUTLER 54"," 1254  ",,,79,3,,,82,"1,209","1,209","   02  "
,Gas,10,249948,"BUFFALO WALLOW (GRANITE WASH)",RAMP," 5027  ",,,130,15,,,145,"1,500","1,500","   02  "
,Gas,10,250094,"BUFFALO WALLOW (GRANITE WASH)","GW SPORTSMAN"," 4049  ",,,57,21,,,78,"2,052","2,052","   02  "
,Gas,10,250104,"BUFFALO WALLOW (GRANITE WASH)","GW SPORTSMAN"," 3049  ",,,79,16,,,95,"2,756","2,756","   02  "
,Gas,10,250107,"BUFFALO WALLOW (GRANITE WASH)","ALEXANDER 48","    4  ",,,107,0,,,107,"1,049","1,049","   02  "
,Gas,10,250157,"BUFFALO WALLOW (GRANITE WASH)","HUFF 32","    3  ",,,172,6,,,178,"1,031","1,031","   02  "
,Gas,10,251083,"BUFFALO WALLOW (GRANITE WASH)","ELLEN 8"," 8008  ",,,75,39,,,114,"1,744","1,744","   02  "
,Gas,10,253107,"BUFFALO WALLOW (GRANITE WASH)","ELLEN 8"," 9008  ",,,7,26,,,33,"2,782","2,782","   02  "
,Gas,10,253108,"BUFFALO WALLOW (GRANITE WASH)",FILLINGIM," 1509  ",,,45,10,,,55,"2,369","2,369","   02  "
,Gas,10,253234,"BUFFALO WALLOW (GRANITE WASH)",ABRAHAM," 3204  ",,,107,45,,,152,"4,161","4,161","   02  "
,Gas,10,253235,"BUFFALO WALLOW (GRANITE WASH)",ABRAHAM," 3205  ",,,196,75,189,"   01  ",82,"7,740","7,740","   02  "
,Gas,10,253353,"BUFFALO WALLOW (GRANITE WASH)",ALEXANDER,"    4  ",,,28,5,,,33,"1,509","1,509","   02  "
,Gas,10,254304,"BUFFALO WALLOW (GRANITE WASH)",ALEXANDER,"    5  ",,,32,20,,,52,"1,676","1,676","   02  "
,Gas,10,254305,"BUFFALO WALLOW (GRANITE WASH)","HOOVER 50","    4  ",,,200,9,,,209,"1,022","1,022","   02  "
,Gas,10,254545,"BUFFALO WALLOW (GRANITE WASH)",HOSTUTLER," 5055  ",,,175,39,,,214,"1,888","1,888","   02  "
,Gas,10,255198,"BUFFALO WALLOW (GRANITE WASH)",FILLINGIM," 1409  ",,,48,5,,,53,"2,161","2,161","   02  "
,Gas,10,258038,"BUFFALO WALLOW (GRANITE WASH)",HUFF," 3001  ",,,157,10,,,167,"1,061","1,061","   02  "
